Case_Id,Date,Country Code,New Cases,Cumulative Cases,New Deaths,Cumulative Deaths
AD0,2020-03-22,AD,131.0,133.0,1.0,1.0
AD1,2020-03-29,AD,208.0,341.0,5.0,6.0
AD2,2020-04-05,AD,125.0,466.0,11.0,17.0
AD3,2020-04-12,AD,156.0,622.0,11.0,28.0
AD4,2020-04-19,AD,82.0,704.0,7.0,35.0
AD5,2020-04-26,AD,34.0,738.0,5.0,40.0
AD6,2020-05-03,AD,9.0,747.0,4.0,44.0
AD7,2020-05-10,AD,7.0,754.0,4.0,48.0
AD8,2020-05-17,AD,7.0,761.0,3.0,51.0
AD13,2020-06-21,AD,2.0,855.0,1.0,52.0
AD21,2020-08-16,AD,41.0,997.0,1.0,53.0
AD29,2020-10-11,AD,586.0,2696.0,2.0,55.0
AD30,2020-10-18,AD,681.0,3377.0,4.0,59.0
AD31,2020-10-25,AD,661.0,4038.0,10.0,69.0
AD32,2020-11-01,AD,718.0,4756.0,6.0,75.0
AD35,2020-11-22,AD,482.0,6207.0,1.0,76.0
AD37,2020-12-06,AD,395.0,7005.0,2.0,78.0
AD39,2020-12-20,AD,272.0,7560.0,2.0,80.0
AD40,2020-12-27,AD,246.0,7806.0,3.0,83.0
AD41,2021-01-03,AD,360.0,8166.0,1.0,84.0
AD42,2021-01-10,AD,420.0,8586.0,1.0,85.0
AD43,2021-01-17,AD,452.0,9038.0,6.0,91.0
AD44,2021-01-24,AD,461.0,9499.0,5.0,96.0
AD45,2021-01-31,AD,386.0,9885.0,5.0,101.0
AD46,2021-02-07,AD,321.0,10206.0,4.0,105.0
AD47,2021-02-14,AD,257.0,10463.0,2.0,107.0
AD49,2021-02-28,AD,177.0,10849.0,3.0,110.0
AD50,2021-03-07,AD,170.0,11019.0,2.0,112.0
AD52,2021-03-21,AD,253.0,11481.0,1.0,113.0
AD53,2021-03-28,AD,328.0,11809.0,2.0,115.0
AD54,2021-04-04,AD,365.0,12174.0,2.0,117.0
AD55,2021-04-11,AD,323.0,12497.0,3.0,120.0
AD56,2021-04-18,AD,274.0,12771.0,3.0,123.0
AD57,2021-04-25,AD,253.0,13024.0,1.0,124.0
AD58,2021-05-02,AD,208.0,13232.0,1.0,125.0
AD59,2021-05-09,AD,174.0,13406.0,2.0,127.0
AD71,2021-08-01,AD,180.0,14678.0,1.0,128.0
AD73,2021-08-15,AD,88.0,14924.0,1.0,129.0
AD75,2021-08-29,AD,37.0,15025.0,1.0,130.0
AD88,2021-11-28,AD,626.0,16712.0,1.0,131.0
AD89,2021-12-05,AD,1298.0,18010.0,1.0,132.0
AD90,2021-12-12,AD,1430.0,19440.0,1.0,133.0
AD91,2021-12-19,AD,1109.0,20549.0,1.0,134.0
AD92,2021-12-26,AD,1181.0,21730.0,5.0,139.0
AD93,2022-01-02,AD,2010.0,23740.0,1.0,140.0
AD94,2022-01-09,AD,2668.0,26408.0,1.0,141.0
AD95,2022-01-16,AD,3480.0,29888.0,1.0,142.0
AD96,2022-01-23,AD,3137.0,33025.0,2.0,144.0
AD97,2022-01-30,AD,2531.0,35556.0,1.0,145.0
AD98,2022-02-06,AD,1043.0,36599.0,2.0,147.0
AD99,2022-02-13,AD,541.0,37140.0,1.0,148.0
AD100,2022-02-20,AD,449.0,37589.0,2.0,150.0
AD101,2022-02-27,AD,410.0,37999.0,1.0,151.0
AD103,2022-03-13,AD,360.0,38794.0,1.0,152.0
AD104,2022-03-20,AD,440.0,39234.0,1.0,153.0
AD124,2022-08-07,AD,285.0,45793.0,1.0,154.0
AD129,2022-09-11,AD,86.0,46113.0,1.0,155.0
AD139,2022-11-20,AD,160.0,46824.0,1.0,156.0
AD141,2022-12-04,AD,395.0,47219.0,1.0,157.0
AD142,2022-12-11,AD,227.0,47446.0,1.0,158.0
AD146,2023-01-08,AD,30.0,47781.0,1.0,159.0
AE244,2020-03-22,AE,67.0,153.0,2.0,2.0
AE246,2020-04-05,AE,1037.0,1505.0,8.0,10.0
AE247,2020-04-12,AE,2231.0,3736.0,10.0,20.0
AE248,2020-04-19,AE,2566.0,6302.0,17.0,37.0
AE249,2020-04-26,AE,3511.0,9813.0,34.0,71.0
AE250,2020-05-03,AE,3786.0,13599.0,48.0,119.0
AE251,2020-05-10,AE,3818.0,17417.0,66.0,185.0
AE252,2020-05-17,AE,5210.0,22627.0,29.0,214.0
AE253,2020-05-24,AE,6077.0,28704.0,30.0,244.0
AE254,2020-05-31,AE,5192.0,33896.0,18.0,262.0
AE255,2020-06-07,AE,4372.0,38268.0,13.0,275.0
AE256,2020-06-14,AE,3722.0,41990.0,13.0,288.0
AE257,2020-06-21,AE,2543.0,44533.0,13.0,301.0
AE258,2020-06-28,AE,2827.0,47360.0,10.0,311.0
AE259,2020-07-05,AE,3497.0,50857.0,10.0,321.0
AE260,2020-07-12,AE,3596.0,54453.0,10.0,331.0
AE261,2020-07-19,AE,2258.0,56711.0,7.0,338.0
AE262,2020-07-26,AE,1851.0,58562.0,5.0,343.0
AE263,2020-08-02,AE,2198.0,60760.0,8.0,351.0
AE264,2020-08-09,AE,1540.0,62300.0,5.0,356.0
AE265,2020-08-16,AE,1802.0,64102.0,5.0,361.0
AE266,2020-08-23,AE,2515.0,66617.0,11.0,372.0
AE267,2020-08-30,AE,2711.0,69328.0,7.0,379.0
AE268,2020-09-06,AE,4143.0,73471.0,9.0,388.0
AE269,2020-09-13,AE,5378.0,78849.0,11.0,399.0
AE270,2020-09-20,AE,5393.0,84242.0,5.0,404.0
AE271,2020-09-27,AE,6376.0,90618.0,7.0,411.0
AE272,2020-10-04,AE,7142.0,97760.0,15.0,426.0
AE273,2020-10-11,AE,7373.0,105133.0,17.0,443.0
AE274,2020-10-18,AE,9254.0,114387.0,16.0,459.0
AE275,2020-10-25,AE,9377.0,123764.0,16.0,475.0
AE276,2020-11-01,AE,8865.0,132629.0,20.0,495.0
AE277,2020-11-08,AE,8403.0,141032.0,19.0,514.0
AE278,2020-11-15,AE,8103.0,149135.0,14.0,528.0
AE279,2020-11-22,AE,8650.0,157785.0,20.0,548.0
AE280,2020-11-29,AE,8717.0,166502.0,21.0,569.0
AE281,2020-12-06,AE,8774.0,175276.0,20.0,589.0
AE282,2020-12-13,AE,8479.0,183755.0,20.0,609.0
AE283,2020-12-20,AE,8649.0,192404.0,25.0,634.0
AE284,2020-12-27,AE,8488.0,200892.0,21.0,655.0
AE285,2021-01-03,AE,10749.0,211641.0,19.0,674.0
AE286,2021-01-10,AE,16061.0,227702.0,28.0,702.0
AE287,2021-01-17,AE,22106.0,249808.0,38.0,740.0
AE288,2021-01-24,AE,24568.0,274376.0,43.0,783.0
AE289,2021-01-31,AE,26285.0,300661.0,55.0,838.0
AE290,2021-02-07,AE,22741.0,323402.0,76.0,914.0
AE291,2021-02-14,AE,22203.0,345605.0,87.0,1001.0
AE292,2021-02-21,AE,22570.0,368175.0,107.0,1108.0
AE293,2021-02-28,AE,20419.0,388594.0,105.0,1213.0
AE294,2021-03-07,AE,19642.0,408236.0,97.0,1310.0
AE295,2021-03-14,AE,16169.0,424405.0,78.0,1388.0
AE296,2021-03-21,AE,14233.0,438638.0,45.0,1433.0
AE297,2021-03-28,AE,14431.0,453069.0,44.0,1477.0
AE298,2021-04-04,AE,14954.0,468023.0,27.0,1504.0
AE299,2021-04-11,AE,13914.0,481937.0,25.0,1529.0
AE300,2021-04-18,AE,13287.0,495224.0,21.0,1550.0
AE301,2021-04-25,AE,13701.0,508925.0,19.0,1569.0
AE302,2021-05-02,AE,13023.0,521948.0,22.0,1591.0
AE303,2021-05-09,AE,12497.0,534445.0,19.0,1610.0
AE304,2021-05-16,AE,10486.0,544931.0,19.0,1629.0
AE305,2021-05-23,AE,9585.0,554516.0,19.0,1648.0
AE306,2021-05-30,AE,12747.0,567263.0,25.0,1673.0
AE307,2021-06-06,AE,13934.0,581197.0,23.0,1696.0
AE308,2021-06-13,AE,14820.0,596017.0,28.0,1724.0
AE309,2021-06-20,AE,14162.0,610179.0,28.0,1752.0
AE310,2021-06-27,AE,14635.0,624814.0,40.0,1792.0
AE311,2021-07-04,AE,13063.0,637877.0,39.0,1831.0
AE312,2021-07-11,AE,10825.0,648702.0,29.0,1860.0
AE313,2021-07-18,AE,10747.0,659449.0,36.0,1896.0
AE314,2021-07-25,AE,10659.0,670108.0,20.0,1916.0
AE315,2021-08-01,AE,10750.0,680858.0,33.0,1949.0
AE316,2021-08-08,AE,10696.0,691554.0,22.0,1971.0
AE317,2021-08-15,AE,9033.0,700587.0,26.0,1997.0
AE318,2021-08-22,AE,7715.0,708302.0,21.0,2018.0
AE319,2021-08-29,AE,7092.0,715394.0,18.0,2036.0
AE320,2021-09-05,AE,6898.0,722292.0,9.0,2045.0
AE321,2021-09-12,AE,5974.0,728266.0,17.0,2062.0
AE322,2021-09-19,AE,4033.0,732299.0,11.0,2073.0
AE323,2021-09-26,AE,2297.0,734596.0,16.0,2089.0
AE324,2021-10-03,AE,1928.0,736524.0,11.0,2100.0
AE325,2021-10-10,AE,1131.0,737655.0,13.0,2113.0
AE326,2021-10-17,AE,832.0,738487.0,5.0,2118.0
AE327,2021-10-24,AE,703.0,739190.0,11.0,2129.0
AE328,2021-10-31,AE,634.0,739824.0,7.0,2136.0
AE329,2021-11-07,AE,538.0,740362.0,3.0,2139.0
AE330,2021-11-14,AE,517.0,740879.0,4.0,2143.0
AE331,2021-11-21,AE,491.0,741370.0,1.0,2144.0
AE332,2021-11-28,AE,488.0,741858.0,1.0,2145.0
AE333,2021-12-05,AE,420.0,742278.0,3.0,2148.0
AE334,2021-12-12,AE,441.0,742719.0,3.0,2151.0
AE336,2021-12-26,AE,5678.0,749530.0,5.0,2156.0
AE337,2022-01-02,AE,14963.0,764493.0,9.0,2165.0
AE338,2022-01-09,AE,18373.0,782866.0,8.0,2173.0
AE339,2022-01-16,AE,19315.0,802181.0,15.0,2188.0
AE340,2022-01-23,AE,20705.0,822886.0,23.0,2211.0
AE341,2022-01-30,AE,17853.0,840739.0,28.0,2239.0
AE342,2022-02-06,AE,14903.0,855642.0,23.0,2262.0
AE343,2022-02-13,AE,11329.0,866971.0,22.0,2284.0
AE344,2022-02-20,AE,6911.0,873882.0,9.0,2293.0
AE345,2022-02-27,AE,4864.0,878746.0,8.0,2301.0
AE347,2022-03-13,AE,2612.0,885089.0,1.0,2302.0
AE359,2022-06-05,AE,3269.0,910338.0,3.0,2305.0
AE361,2022-06-19,AE,9651.0,925898.0,3.0,2308.0
AE362,2022-06-26,AE,11139.0,937037.0,3.0,2311.0
AE363,2022-07-03,AE,12347.0,949384.0,6.0,2317.0
AE364,2022-07-10,AE,11961.0,961345.0,6.0,2323.0
AE365,2022-07-17,AE,10662.0,972007.0,2.0,2325.0
AE366,2022-07-24,AE,9650.0,981657.0,6.0,2331.0
AE367,2022-07-31,AE,8743.0,990400.0,3.0,2334.0
AE368,2022-08-07,AE,7369.0,997769.0,3.0,2337.0
AE369,2022-08-14,AE,6160.0,1003929.0,2.0,2339.0
AE370,2022-08-21,AE,5187.0,1009116.0,2.0,2341.0
AE373,2022-09-11,AE,2880.0,1019625.0,1.0,2342.0
AE375,2022-09-25,AE,2675.0,1025213.0,1.0,2343.0
AE376,2022-10-02,AE,2720.0,1027933.0,2.0,2345.0
AE377,2022-10-09,AE,2545.0,1030478.0,1.0,2346.0
AE379,2022-10-23,AE,2262.0,1034784.0,2.0,2348.0
AE396,2023-02-19,AE,631.0,1050961.0,1.0,2349.0
AF489,2020-03-29,AF,67.0,91.0,2.0,2.0
AF490,2020-04-05,AF,183.0,274.0,3.0,5.0
AF491,2020-04-12,AF,247.0,521.0,10.0,15.0
AF492,2020-04-19,AF,387.0,908.0,15.0,30.0
AF493,2020-04-26,AF,422.0,1330.0,13.0,43.0
AF494,2020-05-03,AF,841.0,2171.0,21.0,64.0
AF495,2020-05-10,AF,1392.0,3563.0,41.0,105.0
AF496,2020-05-17,AF,2490.0,6053.0,48.0,153.0
AF497,2020-05-24,AF,3813.0,9866.0,58.0,211.0
AF498,2020-05-31,AF,4577.0,14443.0,37.0,248.0
AF499,2020-06-07,AF,5108.0,19551.0,79.0,327.0
AF500,2020-06-14,AF,4551.0,24102.0,124.0,451.0
AF501,2020-06-21,AF,4195.0,28297.0,97.0,548.0
AF502,2020-06-28,AF,2319.0,30616.0,155.0,703.0
AF503,2020-07-05,AF,2056.0,32672.0,123.0,826.0
AF504,2020-07-12,AF,1679.0,34351.0,149.0,975.0
AF505,2020-07-19,AF,938.0,35289.0,172.0,1147.0
AF506,2020-07-26,AF,747.0,36036.0,99.0,1246.0
AF507,2020-08-02,AF,674.0,36710.0,37.0,1283.0
AF508,2020-08-09,AF,305.0,37015.0,24.0,1307.0
AF509,2020-08-16,AF,536.0,37551.0,63.0,1370.0
AF510,2020-08-23,AF,343.0,37894.0,15.0,1385.0
AF511,2020-08-30,AF,249.0,38143.0,17.0,1402.0
AF512,2020-09-06,AF,161.0,38304.0,7.0,1409.0
AF513,2020-09-13,AF,337.0,38641.0,11.0,1420.0
AF514,2020-09-20,AF,278.0,38919.0,17.0,1437.0
AF515,2020-09-27,AF,273.0,39192.0,16.0,1453.0
AF516,2020-10-04,AF,105.0,39297.0,9.0,1462.0
AF517,2020-10-11,AF,406.0,39703.0,11.0,1473.0
AF518,2020-10-18,AF,438.0,40141.0,15.0,1488.0
AF519,2020-10-25,AF,627.0,40768.0,23.0,1511.0
AF520,2020-11-01,AF,657.0,41425.0,25.0,1536.0
AF521,2020-11-08,AF,608.0,42033.0,20.0,1556.0
AF522,2020-11-15,AF,1002.0,43035.0,49.0,1605.0
AF523,2020-11-22,AF,1468.0,44503.0,70.0,1675.0
AF524,2020-11-29,AF,1463.0,45966.0,77.0,1752.0
AF525,2020-12-06,AF,1675.0,47641.0,113.0,1865.0
AF526,2020-12-13,AF,1311.0,48952.0,95.0,1960.0
AF527,2020-12-20,AF,1584.0,50536.0,94.0,2054.0
AF528,2020-12-27,AF,1312.0,51848.0,104.0,2158.0
AF529,2021-01-03,AF,861.0,52709.0,63.0,2221.0
AF530,2021-01-10,AF,780.0,53489.0,56.0,2277.0
AF531,2021-01-17,AF,495.0,53984.0,62.0,2339.0
AF532,2021-01-24,AF,611.0,54595.0,39.0,2378.0
AF533,2021-01-31,AF,428.0,55023.0,22.0,2400.0
AF534,2021-02-07,AF,312.0,55335.0,10.0,2410.0
AF535,2021-02-14,AF,157.0,55492.0,17.0,2427.0
AF536,2021-02-21,AF,112.0,55604.0,5.0,2432.0
AF537,2021-02-28,AF,110.0,55714.0,11.0,2443.0
AF538,2021-03-07,AF,133.0,55847.0,6.0,2449.0
AF539,2021-03-14,AF,138.0,55985.0,8.0,2457.0
AF540,2021-03-21,AF,118.0,56103.0,6.0,2463.0
AF541,2021-03-28,AF,191.0,56294.0,7.0,2470.0
AF542,2021-04-04,AF,382.0,56676.0,27.0,2497.0
AF543,2021-04-11,AF,484.0,57160.0,24.0,2521.0
AF544,2021-04-18,AF,633.0,57793.0,18.0,2539.0
AF545,2021-04-25,AF,1050.0,58843.0,43.0,2582.0
AF546,2021-05-02,AF,1279.0,60122.0,55.0,2637.0
AF547,2021-05-09,AF,1720.0,61842.0,49.0,2686.0
AF548,2021-05-16,AF,1642.0,63484.0,56.0,2742.0
AF549,2021-05-23,AF,2244.0,65728.0,60.0,2802.0
AF550,2021-05-30,AF,5033.0,70761.0,117.0,2919.0
AF551,2021-06-06,AF,8463.0,79224.0,226.0,3145.0
AF552,2021-06-13,AF,10637.0,89861.0,382.0,3527.0
AF553,2021-06-20,AF,12045.0,101906.0,595.0,4122.0
AF554,2021-06-27,AF,12314.0,114220.0,528.0,4650.0
AF555,2021-07-04,AF,10528.0,124748.0,549.0,5199.0
AF556,2021-07-11,AF,8830.0,133578.0,525.0,5724.0
AF557,2021-07-18,AF,7024.0,140602.0,423.0,6147.0
AF558,2021-07-25,AF,3269.0,143871.0,278.0,6425.0
AF559,2021-08-01,AF,3630.0,147501.0,312.0,6737.0
AF560,2021-08-08,AF,2957.0,150458.0,171.0,6908.0
AF561,2021-08-15,AF,1575.0,152033.0,113.0,7021.0
AF562,2021-08-22,AF,478.0,152511.0,49.0,7070.0
AF563,2021-08-29,AF,522.0,153033.0,39.0,7109.0
AF564,2021-09-05,AF,390.0,153423.0,23.0,7132.0
AF565,2021-09-12,AF,567.0,153990.0,35.0,7167.0
AF566,2021-09-19,AF,549.0,154539.0,32.0,7199.0
AF568,2021-10-03,AF,242.0,155141.0,13.0,7212.0
AF569,2021-10-10,AF,203.0,155344.0,9.0,7221.0
AF570,2021-10-17,AF,273.0,155617.0,17.0,7238.0
AF571,2021-10-24,AF,201.0,155818.0,15.0,7253.0
AF572,2021-10-31,AF,270.0,156088.0,19.0,7272.0
AF573,2021-11-07,AF,187.0,156275.0,12.0,7284.0
AF574,2021-11-14,AF,237.0,156512.0,8.0,7292.0
AF575,2021-11-21,AF,352.0,156864.0,9.0,7301.0
AF576,2021-11-28,AF,326.0,157190.0,7.0,7308.0
AF577,2021-12-05,AF,241.0,157431.0,4.0,7312.0
AF578,2021-12-12,AF,180.0,157611.0,13.0,7325.0
AF579,2021-12-19,AF,134.0,157745.0,8.0,7333.0
AF580,2021-12-26,AF,157.0,157902.0,19.0,7352.0
AF581,2022-01-02,AF,210.0,158112.0,4.0,7356.0
AF582,2022-01-09,AF,233.0,158345.0,13.0,7369.0
AF583,2022-01-16,AF,333.0,158678.0,9.0,7378.0
AF584,2022-01-23,AF,870.0,159548.0,12.0,7390.0
AF585,2022-01-30,AF,2118.0,161666.0,17.0,7407.0
AF586,2022-02-06,AF,4046.0,165712.0,18.0,7425.0
AF587,2022-02-13,AF,4440.0,170152.0,63.0,7488.0
AF588,2022-02-20,AF,1778.0,171930.0,46.0,7534.0
AF589,2022-02-27,AF,1250.0,173180.0,54.0,7588.0
AF590,2022-03-06,AF,1167.0,174347.0,34.0,7622.0
AF591,2022-03-13,AF,1715.0,176062.0,20.0,7642.0
AF592,2022-03-20,AF,977.0,177039.0,10.0,7652.0
AF593,2022-03-27,AF,435.0,177474.0,8.0,7660.0
AF594,2022-04-03,AF,331.0,177805.0,11.0,7671.0
AF595,2022-04-10,AF,285.0,178090.0,4.0,7675.0
AF596,2022-04-17,AF,297.0,178387.0,1.0,7676.0
AF597,2022-04-24,AF,261.0,178648.0,5.0,7681.0
AF598,2022-05-01,AF,231.0,178879.0,2.0,7683.0
AF599,2022-05-08,AF,44.0,178923.0,1.0,7684.0
AF600,2022-05-15,AF,320.0,179243.0,6.0,7690.0
AF601,2022-05-22,AF,431.0,179674.0,7.0,7697.0
AF602,2022-05-29,AF,449.0,180123.0,4.0,7701.0
AF603,2022-06-05,AF,495.0,180618.0,8.0,7709.0
AF605,2022-06-19,AF,541.0,181574.0,4.0,7713.0
AF606,2022-06-26,AF,498.0,182072.0,4.0,7717.0
AF607,2022-07-03,AF,571.0,182643.0,7.0,7724.0
AF608,2022-07-10,AF,576.0,183219.0,3.0,7727.0
AF609,2022-07-17,AF,231.0,183450.0,3.0,7730.0
AF610,2022-07-24,AF,1024.0,184474.0,8.0,7738.0
AF611,2022-07-31,AF,1106.0,185580.0,9.0,7747.0
AF612,2022-08-07,AF,1466.0,187046.0,5.0,7752.0
AF613,2022-08-14,AF,1785.0,188831.0,6.0,7758.0
AF614,2022-08-21,AF,1604.0,190435.0,1.0,7759.0
AF615,2022-08-28,AF,1773.0,192208.0,15.0,7774.0
AF616,2022-09-04,AF,1679.0,193887.0,6.0,7780.0
AF617,2022-09-11,AF,1760.0,195647.0,7.0,7787.0
AF618,2022-09-18,AF,1435.0,197082.0,7.0,7794.0
AF619,2022-09-25,AF,1201.0,198283.0,2.0,7796.0
AF620,2022-10-02,AF,989.0,199272.0,3.0,7799.0
AF621,2022-10-09,AF,927.0,200199.0,5.0,7804.0
AF622,2022-10-16,AF,897.0,201096.0,7.0,7811.0
AF623,2022-10-23,AF,933.0,202029.0,7.0,7818.0
AF624,2022-10-30,AF,805.0,202834.0,3.0,7821.0
AF625,2022-11-06,AF,784.0,203618.0,5.0,7826.0
AF626,2022-11-13,AF,813.0,204431.0,3.0,7829.0
AF627,2022-11-20,AF,581.0,205012.0,2.0,7831.0
AF628,2022-11-27,AF,584.0,205596.0,2.0,7833.0
AF629,2022-12-04,AF,568.0,206164.0,1.0,7834.0
AF630,2022-12-11,AF,381.0,206545.0,5.0,7839.0
AF631,2022-12-18,AF,441.0,206986.0,5.0,7844.0
AF632,2022-12-25,AF,336.0,207322.0,1.0,7845.0
AF633,2023-01-01,AF,257.0,207579.0,4.0,7849.0
AF634,2023-01-08,AF,201.0,207780.0,2.0,7851.0
AF635,2023-01-15,AF,173.0,207953.0,4.0,7855.0
AF636,2023-01-22,AF,144.0,208097.0,5.0,7860.0
AF637,2023-01-29,AF,323.0,208420.0,6.0,7866.0
AF638,2023-02-05,AF,272.0,208692.0,8.0,7874.0
AF639,2023-02-12,AF,164.0,208856.0,3.0,7877.0
AF641,2023-02-26,AF,165.0,209251.0,1.0,7878.0
AF642,2023-03-05,AF,118.0,209369.0,1.0,7879.0
AF643,2023-03-12,AF,141.0,209510.0,1.0,7880.0
AF644,2023-03-19,AF,239.0,209749.0,1.0,7881.0
AF645,2023-03-26,AF,331.0,210080.0,1.0,7882.0
AF646,2023-04-02,AF,548.0,210628.0,1.0,7883.0
AF647,2023-04-09,AF,884.0,211512.0,1.0,7884.0
AF648,2023-04-16,AF,1100.0,212612.0,1.0,7885.0
AF649,2023-04-23,AF,1458.0,214070.0,2.0,7887.0
AF650,2023-04-30,AF,810.0,214880.0,5.0,7892.0
AF651,2023-05-07,AF,1876.0,216756.0,5.0,7897.0
AF652,2023-05-14,AF,1983.0,218739.0,11.0,7908.0
AF653,2023-05-21,AF,1428.0,220167.0,5.0,7913.0
AF654,2023-05-28,AF,1050.0,221217.0,2.0,7915.0
AF655,2023-06-04,AF,778.0,221995.0,4.0,7919.0
AF656,2023-06-11,AF,531.0,222526.0,1.0,7920.0
AF657,2023-06-18,AF,433.0,222959.0,2.0,7922.0
AF658,2023-06-25,AF,197.0,223156.0,6.0,7928.0
AF660,2023-07-09,AF,326.0,223606.0,3.0,7931.0
AF661,2023-07-16,AF,179.0,223785.0,1.0,7932.0
AF662,2023-07-23,AF,245.0,224030.0,2.0,7934.0
AF663,2023-07-30,AF,194.0,224224.0,1.0,7935.0
AF664,2023-08-06,AF,195.0,224419.0,3.0,7938.0
AF665,2023-08-13,AF,242.0,224661.0,2.0,7940.0
AF666,2023-08-20,AF,209.0,224870.0,2.0,7942.0
AF668,2023-09-03,AF,277.0,225376.0,2.0,7944.0
AF669,2023-09-10,AF,216.0,225592.0,2.0,7946.0
AF671,2023-09-24,AF,207.0,225999.0,1.0,7947.0
AF672,2023-10-01,AF,248.0,226247.0,3.0,7950.0
AF673,2023-10-08,AF,309.0,226556.0,1.0,7951.0
AF674,2023-10-15,AF,307.0,226863.0,1.0,7952.0
AF676,2023-10-29,AF,383.0,227539.0,1.0,7953.0
AF677,2023-11-05,AF,353.0,227892.0,3.0,7956.0
AF678,2023-11-12,AF,371.0,228263.0,4.0,7960.0
AF679,2023-11-19,AF,432.0,228695.0,1.0,7961.0
AF680,2023-11-26,AF,280.0,228975.0,2.0,7963.0
AF681,2023-12-03,AF,288.0,229263.0,2.0,7965.0
AF684,2023-12-24,AF,372.0,230075.0,5.0,7970.0
AF685,2023-12-31,AF,300.0,230375.0,3.0,7973.0
AF687,2024-01-14,AF,213.0,230855.0,2.0,7975.0
AF688,2024-01-21,AF,197.0,231052.0,1.0,7976.0
AF689,2024-01-28,AF,258.0,231310.0,5.0,7981.0
AF691,2024-02-11,AF,235.0,231756.0,1.0,7982.0
AF692,2024-02-18,AF,240.0,231996.0,1.0,7983.0
AF694,2024-03-03,AF,278.0,232499.0,5.0,7988.0
AF695,2024-03-10,AF,163.0,232662.0,3.0,7991.0
AF697,2024-03-24,AF,197.0,233118.0,2.0,7993.0
AF698,2024-03-31,AF,222.0,233340.0,3.0,7996.0
AF702,2024-04-28,AF,352.0,234576.0,1.0,7997.0
AF703,2024-05-05,AF,638.0,235214.0,1.0,7998.0
AG735,2020-04-12,AG,14.0,21.0,2.0,2.0
AG737,2020-04-26,AG,1.0,24.0,1.0,3.0
AG766,2020-11-15,AG,3.0,133.0,1.0,4.0
AG771,2020-12-20,AG,5.0,152.0,1.0,5.0
AG775,2021-01-17,AG,18.0,187.0,1.0,6.0
AG777,2021-01-31,AG,23.0,218.0,1.0,7.0
AG779,2021-02-14,AG,150.0,427.0,2.0,9.0
AG780,2021-02-21,AG,171.0,598.0,2.0,11.0
AG781,2021-02-28,AG,128.0,726.0,3.0,14.0
AG782,2021-03-07,AG,87.0,813.0,7.0,21.0
AG783,2021-03-14,AG,149.0,962.0,6.0,27.0
AG784,2021-03-21,AG,71.0,1033.0,1.0,28.0
AG787,2021-04-11,AG,12.0,1182.0,2.0,30.0
AG788,2021-04-18,AG,31.0,1213.0,1.0,31.0
AG790,2021-05-02,AG,2.0,1229.0,1.0,32.0
AG792,2021-05-16,AG,14.0,1251.0,10.0,42.0
AG802,2021-07-25,AG,12.0,1280.0,1.0,43.0
AG808,2021-09-05,AG,121.0,1759.0,3.0,46.0
AG809,2021-09-12,AG,394.0,2153.0,2.0,48.0
AG810,2021-09-19,AG,450.0,2603.0,7.0,55.0
AG811,2021-09-26,AG,299.0,2902.0,9.0,64.0
AG812,2021-10-03,AG,501.0,3403.0,20.0,84.0
AG813,2021-10-10,AG,335.0,3738.0,7.0,91.0
AG814,2021-10-17,AG,150.0,3888.0,4.0,95.0
AG815,2021-10-24,AG,122.0,4010.0,4.0,99.0
AG816,2021-10-31,AG,30.0,4040.0,3.0,102.0
AG817,2021-11-07,AG,38.0,4078.0,2.0,104.0
AG818,2021-11-14,AG,40.0,4118.0,3.0,107.0
AG819,2021-11-21,AG,15.0,4133.0,1.0,108.0
AG820,2021-11-28,AG,8.0,4141.0,9.0,117.0
AG824,2021-12-26,AG,31.0,4229.0,1.0,118.0
AG825,2022-01-02,AG,182.0,4411.0,1.0,119.0
AG827,2022-01-16,AG,477.0,5321.0,1.0,120.0
AG828,2022-01-23,AG,610.0,5931.0,2.0,122.0
AG829,2022-01-30,AG,627.0,6558.0,5.0,127.0
AG831,2022-02-13,AG,599.0,7331.0,7.0,134.0
AG832,2022-02-20,AG,77.0,7408.0,1.0,135.0
AG842,2022-05-01,AG,55.0,7626.0,1.0,136.0
AG843,2022-05-08,AG,37.0,7663.0,1.0,137.0
AG845,2022-05-22,AG,221.0,7942.0,1.0,138.0
AG848,2022-06-12,AG,160.0,8492.0,2.0,140.0
AG850,2022-06-26,AG,44.0,8625.0,1.0,141.0
AG852,2022-07-10,AG,30.0,8686.0,2.0,143.0
AG854,2022-07-24,AG,32.0,8736.0,1.0,144.0
AG859,2022-08-28,AG,54.0,8949.0,1.0,145.0
AG863,2022-09-25,AG,81.0,9089.0,1.0,146.0
AI1055,2021-09-26,AI,33.0,364.0,1.0,1.0
AI1062,2021-11-14,AI,70.0,1109.0,2.0,3.0
AI1066,2021-12-12,AI,109.0,1523.0,1.0,4.0
AI1068,2021-12-26,AI,54.0,1646.0,1.0,5.0
AI1070,2022-01-09,AI,103.0,1777.0,1.0,6.0
AI1072,2022-01-23,AI,147.0,2187.0,1.0,7.0
AI1073,2022-01-30,AI,137.0,2324.0,1.0,8.0
AI1075,2022-02-13,AI,74.0,2458.0,1.0,9.0
AI1099,2022-07-31,AI,45.0,3580.0,1.0,10.0
AI1104,2022-09-04,AI,32.0,3837.0,1.0,11.0
AI1105,2022-09-11,AI,14.0,3851.0,1.0,12.0
AL1219,2020-03-15,AL,33.0,33.0,1.0,1.0
